"filename", "language", "JavaScript", "XML", "CSS", "JSON", "HTML", "comment", "blank", "total"
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/magic-url-result/use-get-magic-url-result.js", "JavaScript", 14, 0, 0, 0, 0, 0, 5, 19
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-app-owner.component.jsx", "JavaScript", 33, 0, 0, 0, 0, 0, 9, 42
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-hamburger.component.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 6, 42
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-logo.component.jsx", "JavaScript", 17, 0, 0, 0, 0, 0, 6, 23
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-no-user.component.jsx", "JavaScript", 33, 0, 0, 0, 0, 0, 9, 42
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-not-app-owner.component.jsx", "JavaScript", 68, 0, 0, 0, 0, 0, 11, 79
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/nav-sign-out.component.jsx", "JavaScript", 59, 0, 0, 0, 0, 0, 13, 72
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation-hooks/use-get-sign-out-error.js", "JavaScript", 35, 0, 0, 0, 0, 0, 10, 45
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/navigation.component.jsx", "JavaScript", 41, 0, 0, 0, 0, 0, 9, 50
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/navigation/routes.js", "JavaScript", 25, 0, 0, 0, 0, 0, 4, 29
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-get-upload-result.js", "JavaScript", 75, 0, 0, 0, 0, 0, 13, 88
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-failed.js", "JavaScript", 37, 0, 0, 0, 0, 0, 9, 46
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result-hooks/use-handle-payment-succeeded.js", "JavaScript", 41, 0, 0, 0, 0, 0, 8, 49
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/payment-result/payment-result.component.jsx", "JavaScript", 24, 0, 0, 0, 0, 0, 11, 35
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-button.component.jsx", "JavaScript", 30, 0, 0, 0, 0, 0, 8, 38
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-email.component.jsx", "JavaScript", 20, 0, 0, 0, 0, 0, 7, 27
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sections/sign-in-password.component.jsx", "JavaScript", 36, 0, 0, 0, 0, 0, 11, 47
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-change.js", "JavaScript", 13, 0, 0, 0, 0, 0, 6, 19
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-error.js", "JavaScript", 20, 0, 0, 0, 0, 0, 8, 28
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-handle-sign-in-form-submit.js", "JavaScript", 26, 0, 0, 0, 0, 0, 10, 36
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in-form-hooks/use-hide-sign-in-password-on-empty.js", "JavaScript", 17, 0, 0, 0, 0, 0, 8, 25
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-in/sign-in.component.jsx", "JavaScript", 53, 0, 0, 0, 0, 0, 13, 66
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-button.component.jsx", "JavaScript", 25, 0, 0, 0, 0, 0, 5, 30
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-email.component.jsx", "JavaScript", 16, 0, 0, 0, 0, 0, 3, 19
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-name.component.jsx", "JavaScript", 16, 0, 0, 0, 0, 0, 3, 19
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sections/sign-up-passwords.component.jsx", "JavaScript", 73, 0, 0, 0, 0, 0, 13, 86
"/Users/jonathanoakes/Desktop/breakfast-and-afterschool-club/src/routes/sign-up/sign-up-form-hooks/use-handle-sign-up-form-change.js", "JavaScript", 13, 0, 0, 0, 0, 0, 6, 19
