"filename", "language", "HTML", "CSS", "JavaScript", "XML", "JSON", "comment", "blank", "total"
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\child-info-accordion.component.jsx", "JavaScript", 0, 0, 58, 0, 0, 0, 7, 65
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\child-info-hooks\use-get-users-children-error-swal.js", "JavaScript", 0, 0, 35, 0, 0, 0, 8, 43
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\child-info-hooks\use-get-users-children-listener.js", "JavaScript", 0, 0, 35, 0, 0, 1, 9, 45
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\child-info.component.jsx", "JavaScript", 0, 0, 34, 0, 0, 0, 13, 47
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\child-table.component.jsx", "JavaScript", 0, 0, 95, 0, 0, 0, 16, 111
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\edit-remove-buttons.component.jsx", "JavaScript", 0, 0, 47, 0, 0, 0, 8, 55
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\child-info\table-columns.js", "JavaScript", 0, 0, 22, 0, 0, 0, 1, 23
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\choose-new-password-hooks\use-choose-new-password-result-swal.js", "JavaScript", 0, 0, 82, 0, 0, 0, 10, 92
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\choose-new-password-hooks\use-confirm-update-password.js", "JavaScript", 0, 0, 32, 0, 0, 0, 11, 43
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\choose-new-password-hooks\use-handle-choose-new-password-form-change.js", "JavaScript", 0, 0, 15, 0, 0, 0, 6, 21
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\choose-new-password-hooks\use-hide-reset-password-fields-on-empty.js", "JavaScript", 0, 0, 32, 0, 0, 0, 7, 39
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\choose-new-password.component.jsx", "JavaScript", 0, 0, 29, 0, 0, 0, 11, 40
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\sections\intro.component.jsx", "JavaScript", 0, 0, 20, 0, 0, 0, 5, 25
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\sections\new-passwords.component.jsx", "JavaScript", 0, 0, 70, 0, 0, 0, 12, 82
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\choose-new-password\sections\update-password-button.component.jsx", "JavaScript", 0, 0, 29, 0, 0, 0, 9, 38
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\child-details.component.jsx", "JavaScript", 0, 0, 66, 0, 0, 0, 15, 81
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\chosen-entry-child-details-accordion.component.jsx", "JavaScript", 0, 0, 41, 0, 0, 0, 9, 50
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\chosen-entry-child-details-hooks\use-get-chosen-entry-child-details-error-swal.js", "JavaScript", 0, 0, 37, 0, 0, 0, 10, 47
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\chosen-entry-child-details-hooks\use-get-chosen-entry-child-details.js", "JavaScript", 0, 0, 31, 0, 0, 0, 6, 37
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\chosen-entry-child-details.component.jsx", "JavaScript", 0, 0, 25, 0, 0, 0, 9, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\chosen-entry-child-details\title-and-loader.component.jsx", "JavaScript", 0, 0, 19, 0, 0, 0, 7, 26
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\close-account\close-account-hooks\use-account-closure-email.js", "JavaScript", 0, 0, 19, 0, 0, 0, 15, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\close-account\close-account-hooks\use-close-account-swal.js", "JavaScript", 0, 0, 54, 0, 0, 0, 10, 64
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\close-account\close-account-hooks\use-confirm-close-account.js", "JavaScript", 0, 0, 53, 0, 0, 0, 11, 64
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\close-account\close-account.component.jsx", "JavaScript", 0, 0, 58, 0, 0, 0, 12, 70
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\contact-form-hooks\use-confirm-send-contact-form-message.js", "JavaScript", 0, 0, 51, 0, 0, 0, 14, 65
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\contact-form-hooks\use-handle-contact-form-details-change.js", "JavaScript", 0, 0, 15, 0, 0, 0, 6, 21
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\contact-form-hooks\use-send-contact-form-message-result-swal.js", "JavaScript", 0, 0, 52, 0, 0, 0, 8, 60
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\contact.component.jsx", "JavaScript", 0, 0, 22, 0, 0, 0, 11, 33
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\sections\contact-form.component.jsx", "JavaScript", 0, 0, 58, 0, 0, 0, 13, 71
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\contact\sections\send-message-button.component.jsx", "JavaScript", 0, 0, 36, 0, 0, 0, 10, 46
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\delete-child-info\delete-and-return-buttons.component.jsx", "JavaScript", 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\delete-child-info\delete-child-info.component.jsx", "JavaScript", 0, 0, 14, 0, 0, 0, 6, 20
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\delete-child-info\hooks\use-confirm-delete-child-info.js", "JavaScript", 0, 0, 26, 0, 0, 0, 11, 37
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\delete-child-info\hooks\use-delete-child-info-result-swal.js", "JavaScript", 0, 0, 58, 0, 0, 0, 10, 68
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\delete-child-info\loader-title-info.component.jsx", "JavaScript", 0, 0, 26, 0, 0, 0, 10, 36
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\edit-and-return-buttons.component.jsx", "JavaScript", 0, 0, 23, 0, 0, 0, 6, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\edit-child-info-form.component.jsx", "JavaScript", 0, 0, 71, 0, 0, 0, 13, 84
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\edit-child-info.component.jsx", "JavaScript", 0, 0, 24, 0, 0, 0, 10, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\hooks\use-confirm-update-child-info.js", "JavaScript", 0, 0, 63, 0, 0, 0, 14, 77
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\hooks\use-edit-child-info-result-swal.js", "JavaScript", 0, 0, 52, 0, 0, 0, 10, 62
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\hooks\use-handle-updated-child-info-change.js", "JavaScript", 0, 0, 22, 0, 0, 0, 7, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\edit-child-info\hooks\use-prevent-show-if-no-data.js", "JavaScript", 0, 0, 15, 0, 0, 0, 7, 22
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\forgot-password-request\forgot-password-request-hooks\use-handle-forgot-password-request-email-change.js", "JavaScript", 0, 0, 10, 0, 0, 0, 6, 16
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\forgot-password-request\forgot-password-request.component.jsx", "JavaScript", 0, 0, 65, 0, 0, 0, 15, 80
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\home\home.component.jsx", "JavaScript", 0, 0, 12, 0, 0, 0, 4, 16
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\home\info.component.jsx", "JavaScript", 0, 0, 64, 0, 0, 0, 10, 74
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\home\intro.component.jsx", "JavaScript", 0, 0, 18, 0, 0, 0, 4, 22
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\home\links.component.jsx", "JavaScript", 0, 0, 25, 0, 0, 0, 5, 30
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-app-owner.component.jsx", "JavaScript", 0, 0, 38, 0, 0, 0, 10, 48
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-hamburger.component.jsx", "JavaScript", 0, 0, 38, 0, 0, 0, 6, 44
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-logo.component.jsx", "JavaScript", 0, 0, 38, 0, 0, 0, 10, 48
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-no-user.component.jsx", "JavaScript", 0, 0, 33, 0, 0, 0, 9, 42
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-not-app-owner.component.jsx", "JavaScript", 0, 0, 74, 0, 0, 0, 12, 86
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\nav-sign-out.component.jsx", "JavaScript", 0, 0, 64, 0, 0, 0, 13, 77
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\navigation-hooks\use-get-sign-out-error.js", "JavaScript", 0, 0, 35, 0, 0, 0, 10, 45
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\navigation.component.jsx", "JavaScript", 0, 0, 48, 0, 0, 0, 10, 58
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\navigation\routes.js", "JavaScript", 0, 0, 27, 0, 0, 0, 4, 31
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\payment-result\payment-result-hooks\use-get-payment-result.js", "JavaScript", 0, 0, 28, 0, 0, 2, 9, 39
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\payment-result\payment-result-hooks\use-handle-payment-failed.js", "JavaScript", 0, 0, 29, 0, 0, 0, 9, 38
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\payment-result\payment-result-hooks\use-send-update-balance-error-email.js", "JavaScript", 0, 0, 54, 0, 0, 0, 10, 64
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\payment-result\payment-result-hooks\use-update-wallet-balance.js", "JavaScript", 0, 0, 63, 0, 0, 0, 11, 74
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\payment-result\payment-result.component.jsx", "JavaScript", 0, 0, 20, 0, 0, 0, 10, 30
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sections\sign-in-button.component.jsx", "JavaScript", 0, 0, 30, 0, 0, 0, 8, 38
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sections\sign-in-email.component.jsx", "JavaScript", 0, 0, 20, 0, 0, 0, 7, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sections\sign-in-password.component.jsx", "JavaScript", 0, 0, 40, 0, 0, 0, 11, 51
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sections\sign-in-school-code.component.jsx", "JavaScript", 0, 0, 20, 0, 0, 0, 7, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sign-in-form-hooks\use-handle-sign-in-form-change.js", "JavaScript", 0, 0, 13, 0, 0, 0, 6, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sign-in-form-hooks\use-handle-sign-in-form-error.js", "JavaScript", 0, 0, 28, 0, 0, 0, 8, 36
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sign-in-form-hooks\use-handle-sign-in-form-submit.js", "JavaScript", 0, 0, 40, 0, 0, 0, 12, 52
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sign-in-form-hooks\use-hide-sign-in-password-on-empty.js", "JavaScript", 0, 0, 21, 0, 0, 0, 7, 28
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-in\sign-in.component.jsx", "JavaScript", 0, 0, 51, 0, 0, 0, 13, 64
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sections\sign-up-button.component.jsx", "JavaScript", 0, 0, 25, 0, 0, 0, 5, 30
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sections\sign-up-email.component.jsx", "JavaScript", 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sections\sign-up-name.component.jsx", "JavaScript", 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sections\sign-up-passwords.component.jsx", "JavaScript", 0, 0, 68, 0, 0, 0, 13, 81
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sections\sign-up-school-code.component.jsx", "JavaScript", 0, 0, 16, 0, 0, 0, 3, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sign-up-form-hooks\use-handle-sign-up-form-change.js", "JavaScript", 0, 0, 13, 0, 0, 0, 6, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sign-up-form-hooks\use-handle-sign-up-form-error.js", "JavaScript", 0, 0, 20, 0, 0, 0, 7, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sign-up-form-hooks\use-handle-sign-up-form-submit.js", "JavaScript", 0, 0, 44, 0, 0, 0, 11, 55
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sign-up-form-hooks\use-hide-sign-up-password-on-empty.js", "JavaScript", 0, 0, 29, 0, 0, 0, 7, 36
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\sign-up\sign-up.component.jsx", "JavaScript", 0, 0, 57, 0, 0, 0, 13, 70
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\info.component.jsx", "JavaScript", 0, 0, 55, 0, 0, 0, 8, 63
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\new-email.component.jsx", "JavaScript", 0, 0, 76, 0, 0, 0, 13, 89
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\title-and-loader.component.jsx", "JavaScript", 0, 0, 20, 0, 0, 0, 7, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\update-email-hooks\use-confirm-update-email.js", "JavaScript", 0, 0, 56, 0, 0, 0, 13, 69
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\update-email-hooks\use-handle-update-email-details.js", "JavaScript", 0, 0, 13, 0, 0, 0, 6, 19
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\update-email-hooks\use-hide-update-email-password-on-empty.js", "JavaScript", 0, 0, 21, 0, 0, 0, 6, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\update-email-hooks\use-update-email-result-swal.js", "JavaScript", 0, 0, 73, 0, 0, 0, 10, 83
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-email\update-email.component.jsx", "JavaScript", 0, 0, 19, 0, 0, 0, 7, 26
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-password\info.component.jsx", "JavaScript", 0, 0, 50, 0, 0, 0, 8, 58
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-password\title-and-loader.component.jsx", "JavaScript", 0, 0, 22, 0, 0, 0, 7, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-password\update-password-button.component.jsx", "JavaScript", 0, 0, 37, 0, 0, 0, 11, 48
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-password\update-password-hooks\use-confirm-update-password.js", "JavaScript", 0, 0, 25, 0, 0, 0, 9, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\update-password\update-password.component.jsx", "JavaScript", 0, 0, 19, 0, 0, 0, 6, 25
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\cancel-booking-button.component.jsx", "JavaScript", 0, 0, 27, 0, 0, 0, 4, 31
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\no-bookings-found.component.jsx", "JavaScript", 0, 0, 28, 0, 0, 0, 7, 35
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\table-columns.jsx", "JavaScript", 0, 0, 31, 0, 0, 0, 1, 32
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\user-bookings-hooks\use-cancel-booking-error-logic.js", "JavaScript", 0, 0, 36, 0, 0, 0, 7, 43
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\user-bookings-hooks\use-check-date-and-go-to-cancel-booking-route.js", "JavaScript", 0, 0, 36, 0, 0, 0, 10, 46
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\user-bookings-hooks\use-fire-error-swals.js", "JavaScript", 0, 0, 41, 0, 0, 0, 7, 48
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\user-bookings-hooks\use-get-user-bookings.js", "JavaScript", 0, 0, 21, 0, 0, 0, 8, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\user-bookings-table.component.jsx", "JavaScript", 0, 0, 130, 0, 0, 0, 19, 149
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\user-bookings\users-bookings.component.jsx", "JavaScript", 0, 0, 24, 0, 0, 0, 11, 35
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\2023-24-dates\23-24-dates.js", "JavaScript", 0, 0, 952, 0, 0, 0, 1, 953
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\get-child-details-button.component.jsx", "JavaScript", 0, 0, 32, 0, 0, 0, 7, 39
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\no-booking-data.found.component.jsx", "JavaScript", 0, 0, 53, 0, 0, 0, 8, 61
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\table-columns.jsx", "JavaScript", 0, 0, 48, 0, 0, 0, 2, 50
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\toggle-bookings-show-button.component.jsx", "JavaScript", 0, 0, 40, 0, 0, 0, 10, 50
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings-hooks\use-confirm-upload-dates-to-database.js", "JavaScript", 0, 0, 28, 0, 0, 0, 12, 40
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings-hooks\use-get-booked-sessions-listener.js", "JavaScript", 0, 0, 56, 0, 0, 3, 14, 73
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings-hooks\use-get-booked-sessions.js", "JavaScript", 0, 0, 18, 0, 0, 0, 8, 26
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings-hooks\use-upload-dates-to-database-swal.js", "JavaScript", 0, 0, 39, 0, 0, 0, 8, 47
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings-table.component.jsx", "JavaScript", 0, 0, 169, 0, 0, 0, 22, 191
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\routes\your-customer-bookings\your-customer-bookings.component.jsx", "JavaScript", 0, 0, 26, 0, 0, 0, 10, 36
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\school-codes-list\school-codes-list.js", "JavaScript", 0, 0, 4, 0, 0, 0, 1, 5
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\service-worker.js", "JavaScript", 0, 0, 38, 0, 0, 24, 12, 74
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\serviceWorkerRegistration.js", "JavaScript", 0, 0, 101, 0, 0, 22, 10, 133
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\add-child-info\add-child-info.slice.js", "JavaScript", 0, 0, 78, 0, 0, 0, 6, 84
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\add-child-info\add-child-info.thunks.js", "JavaScript", 0, 0, 36, 0, 0, 0, 4, 40
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\book-session\book-session.slice.js", "JavaScript", 0, 0, 156, 0, 0, 1, 8, 165
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\book-session\book-session.thunks.js", "JavaScript", 0, 0, 227, 0, 0, 5, 30, 262
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\booked-sessions\booked-sessions.slice.js", "JavaScript", 0, 0, 72, 0, 0, 0, 6, 78
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\booked-sessions\booked-sessions.thunks.js", "JavaScript", 0, 0, 18, 0, 0, 0, 4, 22
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\card-input-result\card-input-result.slice.js", "JavaScript", 0, 0, 35, 0, 0, 0, 5, 40
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\choose-new-password\choose-new-password.slice.js", "JavaScript", 0, 0, 72, 0, 0, 0, 6, 78
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\choose-new-password\choose-new-password.thunks.js", "JavaScript", 0, 0, 21, 0, 0, 0, 4, 25
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\chosen-entry-child-details\chosen-entry-child-details.slice.js", "JavaScript", 0, 0, 61, 0, 0, 0, 5, 66
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\chosen-entry-child-details\chosen-entry-child-details.thunks.js", "JavaScript", 0, 0, 27, 0, 0, 0, 7, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\contact-form\contact-form.slice.js", "JavaScript", 0, 0, 64, 0, 0, 0, 5, 69
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\contact-form\contact-form.thunks.js", "JavaScript", 0, 0, 33, 0, 0, 0, 6, 39
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\date-and-time\date-and-time.slice.js", "JavaScript", 0, 0, 30, 0, 0, 0, 6, 36
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\delete-child-info\delete-child-info.slice.js", "JavaScript", 0, 0, 76, 0, 0, 0, 5, 81
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\delete-child-info\delete-child-info.thunks.js", "JavaScript", 0, 0, 34, 0, 0, 0, 6, 40
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\edit-child-info\edit-child-info.slice.js", "JavaScript", 0, 0, 75, 0, 0, 0, 5, 80
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\edit-child-info\edit-child-info.thunks.js", "JavaScript", 0, 0, 33, 0, 0, 0, 6, 39
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\generate-new-password-request\generate-new-password-request.slice.js", "JavaScript", 0, 0, 65, 0, 0, 0, 5, 70
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\generate-new-password-request\generate-new-password-request.thunks.js", "JavaScript", 0, 0, 26, 0, 0, 0, 3, 29
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\get-users-children\get-users-children.slice.js", "JavaScript", 0, 0, 60, 0, 0, 0, 5, 65
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\get-users-children\get-users-children.thunks.js", "JavaScript", 0, 0, 22, 0, 0, 0, 5, 27
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\hamburger-menu\hamburger-menu.slice.js", "JavaScript", 0, 0, 30, 0, 0, 0, 5, 35
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\handle-payment\handle-payment.slice.js", "JavaScript", 0, 0, 118, 0, 0, 0, 5, 123
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\handle-payment\handle-payment.thunks.js", "JavaScript", 0, 0, 69, 0, 0, 0, 9, 78
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\is-online\is-online.slice.js", "JavaScript", 0, 0, 29, 0, 0, 0, 5, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\password-is-visible\password-is-visible.slice.js", "JavaScript", 0, 0, 101, 0, 0, 0, 5, 106
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\progressive-image\progressive-image.slice.js", "JavaScript", 0, 0, 28, 0, 0, 0, 6, 34
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\request-date-data\request-date-data.slice.js", "JavaScript", 0, 0, 134, 0, 0, 1, 6, 141
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\request-date-data\request-date-data.thunks.js", "JavaScript", 0, 0, 103, 0, 0, 0, 14, 117
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\root-reducer.js", "JavaScript", 0, 0, 61, 0, 0, 0, 3, 64
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\send-email\send-email.slice.js", "JavaScript", 0, 0, 68, 0, 0, 0, 6, 74
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\send-email\send-email.thunks.js", "JavaScript", 0, 0, 236, 0, 0, 0, 21, 257
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\session-types-and-prices\session-types-and-prices.selector.js", "JavaScript", 0, 0, 63, 0, 0, 0, 12, 75
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\session-types-and-prices\session-types-and-prices.slice.js", "JavaScript", 0, 0, 96, 0, 0, 0, 5, 101
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\session-types-and-prices\session-types-and-prices.thunks.js", "JavaScript", 0, 0, 46, 0, 0, 0, 3, 49
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\should-show-element\should-show-element.selector.js", "JavaScript", 0, 0, 10, 0, 0, 0, 4, 14
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\should-show-element\should-show-element.slice.js", "JavaScript", 0, 0, 42, 0, 0, 0, 5, 47
"c:\Users\Jonathan\Desktop\breakfast-and-after-school-club\src\store\sign-in-form\sign-in-form.selector.js", "JavaScript", 0, 0, 6, 0, 0, 0, 3, 9
